email,username,password,sock,topic_0,pos_0,topic_1,pos_1,topic_2,pos_2,strategy,turk_ids
Cole_6658@sockpuppet.com,Cole_6658,mfmgyo,27,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,OVERT,A33ZLN05SVEI66
Tanner_7190@sockpuppet.com,Tanner_7190,duljuo,27,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,OVERT,A33ZLN05SVEI66
Holly_3201@sockpuppet.com,Holly_3201,bwhmuo,27,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,OVERT,A33ZLN05SVEI66
Malik_976@sockpuppet.com,Malik_976,nvwicu,27,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly disapprove,OVERT,A33ZLN05SVEI66
Wyatt_3063@sockpuppet.com,Wyatt_3063,ganuza,28,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A2CYT1T5918U1V
Willie_9514@sockpuppet.com,Willie_9514,bocbgf,28,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A2CYT1T5918U1V
Scott_5414@sockpuppet.com,Scott_5414,ugelsa,28,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A2CYT1T5918U1V
Heather_214@sockpuppet.com,Heather_214,levdhp,28,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A2CYT1T5918U1V
Jenna_1346@sockpuppet.com,Jenna_1346,nwshul,28,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A2CYT1T5918U1V
Tanner_4806@sockpuppet.com,Tanner_4806,ybbbow,29,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,UNRESTRICTED,A309PUT59IN633
Emily_5249@sockpuppet.com,Emily_5249,jkpbwd,29,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,UNRESTRICTED,A309PUT59IN633
Amy_1812@sockpuppet.com,Amy_1812,heagcf,29,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,UNRESTRICTED,A309PUT59IN633
Asia_5654@sockpuppet.com,Asia_5654,qoaneb,29,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,UNRESTRICTED,A309PUT59IN633
Connor_3821@sockpuppet.com,Connor_3821,iqyzrh,29,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,UNRESTRICTED,A309PUT59IN633
Diamond_8580@sockpuppet.com,Diamond_8580,bocjaw,29,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,UNRESTRICTED,A309PUT59IN633
Jenna_6480@sockpuppet.com,Jenna_6480,jaeduw,30,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,A1DQN6LII13WOW
Emily_3713@sockpuppet.com,Emily_3713,czfesm,30,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,A1DQN6LII13WOW
Cole_484@sockpuppet.com,Cole_484,ipcyoo,30,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,A1DQN6LII13WOW
Emily_7636@sockpuppet.com,Emily_7636,sxtfbe,30,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,A1DQN6LII13WOW
Raven_7014@sockpuppet.com,Raven_7014,alinxs,31,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A35P8YSNTQ7OTP
Bradley_8904@sockpuppet.com,Bradley_8904,qliwtm,31,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A35P8YSNTQ7OTP
Jake_6300@sockpuppet.com,Jake_6300,kcsimf,31,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A35P8YSNTQ7OTP
Malik_6885@sockpuppet.com,Malik_6885,ubxsry,31,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,No,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,OVERT,A35P8YSNTQ7OTP
Emily_1919@sockpuppet.com,Emily_1919,culpks,32,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,COVERT,A1P0MXIDPXPW07
Holly_3158@sockpuppet.com,Holly_3158,gmvmxb,32,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,COVERT,A1P0MXIDPXPW07
Jack_8264@sockpuppet.com,Jack_8264,jblwhs,32,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,COVERT,A1P0MXIDPXPW07
Jenna_2324@sockpuppet.com,Jenna_2324,edjtxv,32,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,COVERT,A1P0MXIDPXPW07
Carly_5327@sockpuppet.com,Carly_5327,umxfoa,32,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly approve,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Too strong,COVERT,A1P0MXIDPXPW07
Molly_5679@sockpuppet.com,Molly_5679,xbmmbb,33,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",OVERT,ARI1EMAHUA9PO
Luke_821@sockpuppet.com,Luke_821,civzhy,33,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",OVERT,ARI1EMAHUA9PO
Jacob_5538@sockpuppet.com,Jacob_5538,gjaloa,33,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",OVERT,ARI1EMAHUA9PO
Emma_9672@sockpuppet.com,Emma_9672,hhiyki,33,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",OVERT,ARI1EMAHUA9PO
Jamal_3690@sockpuppet.com,Jamal_3690,ndpwmv,33,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority"," even at the risk of curbing economic growth.""",OVERT,ARI1EMAHUA9PO
Emily_1157@sockpuppet.com,Emily_1157,sjsbam,34,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,OVERT,A1GKD3NG1NNHRP
Katherine_4782@sockpuppet.com,Katherine_4782,ytgste,34,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,OVERT,A1GKD3NG1NNHRP
Allison_5146@sockpuppet.com,Allison_5146,kdwtrq,34,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,OVERT,A1GKD3NG1NNHRP
Cody_3922@sockpuppet.com,Cody_3922,mcmtsc,34,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,OVERT,A1GKD3NG1NNHRP
Willie_7290@sockpuppet.com,Willie_7290,ddoqeu,34,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,OVERT,A1GKD3NG1NNHRP
Logan_2905@sockpuppet.com,Logan_2905,ecbomi,34,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,OVERT,A1GKD3NG1NNHRP
Carly_9697@sockpuppet.com,Carly_9697,gibbrx,34,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,OVERT,A1GKD3NG1NNHRP
Connor_8304@sockpuppet.com,Connor_8304,vxkxrz,34,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly favor,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,OVERT,A1GKD3NG1NNHRP
Malik_3915@sockpuppet.com,Malik_3915,hvrioi,35,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,COVERT,A2DDLZD87UHANI
Scott_2906@sockpuppet.com,Scott_2906,hrfawm,35,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,COVERT,A2DDLZD87UHANI
Amy_7578@sockpuppet.com,Amy_7578,kslzek,35,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,COVERT,A2DDLZD87UHANI
Willie_6658@sockpuppet.com,Willie_6658,iroxhm,35,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,COVERT,A2DDLZD87UHANI
Jamal_8048@sockpuppet.com,Jamal_8048,cwcrjm,35,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,COVERT,A2DDLZD87UHANI
Malik_1436@sockpuppet.com,Malik_1436,uerffq,35,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How likely is it that the Dow Jones will end the year 2020 down at least 20% from its peak in February 2020?,Yes,Do you think that the actions the U.S. government has taken in response to the Coronavirus pandemic have been too strong or not strong enough?,Not strong enough,COVERT,A2DDLZD87UHANI
Katie_3805@sockpuppet.com,Katie_3805,lvqriy,36,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,A1DS5O8MSI3ZH0
Luke_5796@sockpuppet.com,Luke_5796,uwzswf,36,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,A1DS5O8MSI3ZH0
Asia_1230@sockpuppet.com,Asia_1230,yfuqii,36,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,A1DS5O8MSI3ZH0
Jenna_1369@sockpuppet.com,Jenna_1369,ifinrp,36,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,A1DS5O8MSI3ZH0
Malik_5914@sockpuppet.com,Malik_5914,jyrmlm,36,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,A1DS5O8MSI3ZH0
Asia_946@sockpuppet.com,Asia_946,fartdd,36,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,A1DS5O8MSI3ZH0
Holly_3702@sockpuppet.com,Holly_3702,cdvrfo,36,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,"How should the United States balance protection of the environment and economy growth?,Protection of the environment should be given priority","Economic growth should be given priority, even if the environment suffers to some extent.",COVERT,A1DS5O8MSI3ZH0
Jenna_5972@sockpuppet.com,Jenna_5972,mwdqcm,37,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,A345TDMHP3DQ3G
Carly_4259@sockpuppet.com,Carly_4259,qivzjj,37,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,A345TDMHP3DQ3G
Scott_6356@sockpuppet.com,Scott_6356,atramp,37,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,A345TDMHP3DQ3G
Jamal_9459@sockpuppet.com,Jamal_9459,uoqaln,37,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,A345TDMHP3DQ3G
Carly_8803@sockpuppet.com,Carly_8803,pojtgp,37,Do you think that foods with genetically modified ingredients are generally good or bad for your health?,Generally good,How likely is it that the United States experience a terrorist attack in the next ten years that will kill more than 1000 American civilians?,Very likely,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,UNRESTRICTED,A345TDMHP3DQ3G
Jacob_7601@sockpuppet.com,Jacob_7601,tfheno,38,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,UNRESTRICTED,A2MYLV7DGUL42B
Kathryn_2393@sockpuppet.com,Kathryn_2393,qiwswl,38,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,UNRESTRICTED,A2MYLV7DGUL42B
Jack_9559@sockpuppet.com,Jack_9559,tnuewq,38,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,UNRESTRICTED,A2MYLV7DGUL42B
Bradley_9469@sockpuppet.com,Bradley_9469,csytrv,38,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,UNRESTRICTED,A2MYLV7DGUL42B
Molly_6880@sockpuppet.com,Molly_6880,bnviwj,38,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,UNRESTRICTED,A2MYLV7DGUL42B
Emily_9688@sockpuppet.com,Emily_9688,bnaypv,38,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,"How strongly would you approve or disapprove of a two percent annual tax on households whose net worth (including income, real estate, stocks and other investments) is more than 50 million?",Strongly approve,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,UNRESTRICTED,A2MYLV7DGUL42B
Tanner_8311@sockpuppet.com,Tanner_8311,izyded,39,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,A38RHRTIP0PYNU
Connor_595@sockpuppet.com,Connor_595,cdotax,39,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,A38RHRTIP0PYNU
Hannah_9575@sockpuppet.com,Hannah_9575,klkein,39,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,A38RHRTIP0PYNU
Molly_6953@sockpuppet.com,Molly_6953,yneqhg,39,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,A38RHRTIP0PYNU
Cole_6918@sockpuppet.com,Cole_6918,qkbvnb,39,How strongly do you favor or oppose the use of nuclear energy as one of the ways to provide electricity for the United States?,Strongly oppose,How active of a role should the United States play in world affairs?,We should pay less attention to problems overseas and concentrate on problems here at home.,How strongly would you approve or disapprove of keeping the current health care system but allowing all adults the option of buying into Medicare if they choose?,Strongly disapprove,OVERT,A38RHRTIP0PYNU
